file_name,text,class
1580119.txt,"Nature Care College College of natural therapies in Sydney, Australia, offering distance learning courses in aromatherapy and other modalities. ",Alternative
1583405.txt,"Pat Cougar Teaches and practices in Chico and Magalia. Master's bio, reading list. ",Alternative
1581220.txt,"Dr. Alexander Lees &amp; Associates, Inc. Describes techniques used, with practitioner biography and details of classes and workshops. Vancouver, BC. ",Alternative
1581384.txt,"Heartherapy Sound as medicine. FAQs on sound healing. Kapaa, Hawaii. ",Alternative
1580080.txt,"In Essence Journal of the International Federation of Professional Aromatherapists, published quarterly. Features articles on various aspects of the profession, written by practitioners from around the world. ",Alternative
1582045.txt,"Hypnotherapy Services Information and advice, and training. ",Alternative
1579721.txt,"Huang's Acupuncture and Chinese Medicine Clinic Dr. Sen Huang operates a clinic in Washington, D.C. ",Alternative
1580778.txt,"Action For Breakthroughs, Inc. Al Spicer, Psy.D., personal effectiveness coach. Partners with people who are committed to creating a life filled with daily effectiveness, balance, and personal and professional success. (Chicago) ",Alternative
1581887.txt,"Johnston, Linda [Van Nuys] Practitioner information and article. ",Alternative
1580131.txt,"Ashtavaidyan.E.T.Ravi Mooss Offers knowledge about Ayurveda in terms of its history, different branches, pharmacology and panchakarma. Also their products and services. ",Alternative
1582959.txt,"Keegan Sheridan N.D. Dr. Keegan Sheridan, N.D., a doctor in private practice in Beverly Hills, California. ",Alternative
1580931.txt,"Spiritual Coaching Spiritual counseling available by phone or online. For people who want to deepen their awareness of spirit and use that awareness to live a more peaceful, centered life. ",Alternative
1579445.txt,"Equisol Oriental Medicine Company Dahvid Weiss provides acupuncture, herbal medicine, qigong classes in Boca Raton. ",Alternative
1581488.txt,"Atsumi Healing Center Offers fasting and detox programs in Phuket, Thailand; includes details on accommodations, rates, testimonials, photos, and FAQ. ",Alternative
1583133.txt,Human Hand - PalmTherapy A review of Palm Therapy. ,Alternative
1580127.txt,"Australasian College of Health Sciences Offers nationally accredited distance education certification courses in aromatherapy and many other areas of alternative healthcare. Located in Portland, Oregon. ",Alternative
1582276.txt,"Coastal Academy of Hypnotherapy Offers full and part time hypnotherapy certification training. Features course calendar, graduate testimonials, and course descriptions. (Vancouver, White Rock, South Surrey, BC) ",Alternative
1582553.txt,"Institute of Structural Medicine Catalog, tuition and class schedule information on classes in Twisp. ",Alternative
1582666.txt,"Chance Mobley Practitioner in Louisville, Kentucky. Includes information on the subject, practitioner profile, related links and contact details. ",Alternative
1582509.txt,Nevada School of Massage Therapy Offers an accredited massage therapy program and lifetime career services assistance to graduates. ,Alternative
1583182.txt,Dorling Kindersley Interactive Foot and Hand Reflexology Charts. ,Alternative
1583206.txt,"Sole to Soul Sessions in Ottawa, Ontario. Provides description of services, information on foot care and useful links. ",Alternative
1580895.txt,"Vista Coaching Life coach Liz Riversdale offers a range of coaching services, vision, and testimonials. ",Alternative
1580263.txt,Chiropractic Internet Resources Excellent resource for links. ,Alternative
1579676.txt,"Emerald City Healing Arts Practice of Judith A. Kaufman located in Seattle. Contains overview of services, practitioner biography and contact information. ",Alternative
1581382.txt,"MedSon Research Centre Use sound and music to alleviate suffering. Emmanuel Comte, Director. Multilingual site. Touch by Sounds sonology workshops. Valcourt, Quebec, Canada. ",Alternative
1580112.txt,"Healing Fragrances Offers an introductory course and a certification program, as well as courses in other therapies and practices, such as reflexology, doula training, and Indian head massage. Located in Ontario, Canada. ",Alternative
1581405.txt,"The Order of the Blue Star Workshops, lectures and teachings by Christopher Tims on longevity, health, vitality and the use of sound and its implications on the physical and spiritual being. Hot Springs, Arkansas. ",Alternative
1579599.txt,"East Coast Acupuncture and Massage Acupuncture, massage therapy, Chinese medicine services offered. ",Alternative
1581019.txt,"Rev. Dr Dianne Weinberger Crystal healing and Reiki metaphysical teacher, recognised training course. ",Alternative
1583295.txt,"Foot's Delight Reflexology Sessions in Salisbury, North Carolina. Explanation of services offered and contact information. ",Alternative
1581698.txt,HIV Health Alternatives Alternative Health concepts relating to survival of HIV. ,Alternative
1580729.txt,"Rosemary O'Neill Life coach and psychotherapist helps clients uncover personal dreams and find the strength, motivation, and commitment to realize them. (San Francisco area) ",Alternative
1582621.txt,"Ortho-Bionomy Center of Dallas Practitioner/instructor in Dallas, Texas offers sessions and classes. ",Alternative
1579411.txt,"Taylor Acupuncture Acupuncture and herbal medicine clinic located in Liberty Station in the heart of Point Loma, San Diego, CA. ",Alternative
1579242.txt,NDSN.org - Acupuncture in Drug Addiction An article on the use of acupuncture to treat drug addiction. ,Alternative
1581949.txt,"Caduceus Institute of Classical Homeopathy Academic and clinical training for professional certification. Information about distance learning programs in acute homeotherapeutics and constitutional homeopathy, as well as on-site and distance clinical training in classical homeopathy. Aromas, California. ",Alternative
1580666.txt,"True Balance Coaching At True Balance Coaching we believe it is possible to achieve success at whatever level we choose, and it is possible to do this while maintaining a healthy perspective. (BC based) ",Alternative
1581832.txt,Dr Batra's Positive Health Clinic Provides information on multiple locations of the clinics along with treatment plans available. ,Alternative
1582244.txt,"Frederick G. Sam Clinical hypnotherapist, hypnotism demonstrations, Wilkes-Barre. FAQs, contact information. ",Alternative
1579748.txt,"Five Element Acupuncture Acupuncture by Gye Bennets in North Sydney, Sydney. ",Alternative
1580377.txt,Michigan Chiropractic Society A non-profit professional organization serving the chiropractic profession in Michigan. ,Alternative
1579215.txt,HealthPhone.com Professional and consumer information on Chinese and alternative medicine. Multilingual site. ,Alternative
1581874.txt,"Dooley, Timothy R. [San Diego] Information about the practice and his book. ",Alternative
1580459.txt,"Emotional Clearing John Ruskan's holistic, self-help psychotherapy for emotional release, healing, wellness and personal spiritual growth. ",Alternative
1579483.txt,"AcuHealth LLC Florence clinic offers acupuncture therapy for pain relief and fertility issues. Acupuncture provided by Brett Cain, R.N., M.Ac., MQP. ",Alternative
1583177.txt,Reflexology Chapter of Egypt Local association for Egypt. Website provides descriptions of history and theories of this complementary medicine modality. ,Alternative
1579650.txt,"Institute for Acupuncture and Wellness Bret Moldenhauer runs his private practice in downtown Chattanooga, specializing in acupuncture sports medicine. ",Alternative
1581852.txt,"Homeopathy Treatment Online Describes healing and prevention by Dr. Pradeep Jadhav and Dr. Priti Jadhav from Mumbai, India. ",Alternative
1583369.txt,"Reiki Energy Mastery Assimilating different schools of spirituality and Reiki systems, Rashmi Khilnani practices and teaches healing and unity consciousness within the diverse spiritual paths. Locations in London and Denmark. ",Alternative
1582022.txt,"Hale Ola Hawaiian Healing Center Hawaiian Lomilomi massage workshops led by Dr. Dane Kaohelani Silva. Multilingual site. Pahoa, Hawaii. ",Alternative
1582146.txt,"Mind Over Matter Jonnata Mata explains her practice, the conditions treated and methods used. ",Alternative
1582812.txt,"Dance Meditation: Continuum Articles, class schedule and teacher guide for Emilie Conrad's Continuum Movement. ",Alternative
1580546.txt,"Sharma Holistic Medical Center Family practice offers medical acupuncture and other alternative treatments. Sharda Sharma, MD. Millburn, NJ. ",Alternative
1582075.txt,Hypnotherapy Practitioners Association The HPA is a proactive organisation which represents all ethical practicing hypnotherapists in the UK and extends the public awareness of the value of clinical hypnosis in the wider issues of healing. ,Alternative
1580604.txt,"The Healing Arts Center Combination of Western, Eastern, and alternative medicine. Includes a list of doctors, therapists, symptoms, FAQ, medicine tree, library, and links. ",Alternative
1582007.txt,"Australian Homoeopathic Association (Victorian Branch) Includes diary of events, about the association, and member practitioner list by area. ",Alternative
1583227.txt,"Jacqueline Pinkham Sessions in Sherborne, Dorset. Provides details on services and contact information. ",Alternative
1583494.txt,"Wild Kingdom Reiki Alternative healing for animals/humans and Reiki classes by Rose De Dan, RMT, initiate in Peruvian shamanism. Website offers articles, personal experiences of Reiki students, and resources regarding animal care. ",Alternative
1579663.txt,"Center of Acupuncture and Chinese Integrative Medicine Located in Fairfax, the Center of Acupuncture and Integrative Medicine is the practice of Eugene Zhang, L. Ac. ",Alternative
1582947.txt,"Ginger Nash, ND Dr. Nash is a physician practicing in North Haven, CT. ",Alternative
1579499.txt,"Acupuncture Associates of the South Shore Quincy based clinic offering information on Chinese and Japanese modalities, testimonials, and background details for Daniel S. Karp. ",Alternative
1579494.txt,Cathy Schwarz Licensed practitioner and social worker offers Qi-mover sessions in Columbia. Includes profile and fact sheets. ,Alternative
1581523.txt,"Folk Medicine, Amish and Swiss-Pennsylvania German Global Anabaptist Mennonite Encyclopedia article describing 18th and 19th century remedies and the proliferation of folk healing among Amish and Mennonite cultures. ",Alternative
1581601.txt,Capsicum Varieties Database Description of the varieties of chile pepper plants in the genus including photos. ,Alternative
1583599.txt,"Holistic Health Yellow Pages Encyclopedia, database of wellness centers and alternative practitioners, and links. ",Alternative
1580048.txt,"Jeff Tessler Certified teacher. Includes profile, details of technique and information about T'ai Chi classes. Locations in Illinois and Indianapolis. ",Alternative
1579556.txt,Julie M. Cormier Acupuncture services in New York City. ,Alternative
1580093.txt,"Canadian Federation of Aromatherapists International organization that offers standards for certification, safety, and professional conduct for its members. Provides information about membership, education, policies, events, and insurance. ",Alternative
1580728.txt,"Vibrant Life The work of Jacquie Hale includes individual and relationship coaching, retreats, and teleclasses. You can work with her in person or on the telephone. (San Francisco area) ",Alternative
1581054.txt,"Ear Candling: A Fool Proof Method, or Proof of Foolish Methods? A look at the history and procedure of ear candling, effectiveness and possible dangers. ",Alternative
1583198.txt,"Kate Sieben Reflexologist Mobile sessions offered in Gold Coast, Queensland. Site contains information on services for healing and relaxation as well as rates and contact details. ",Alternative
1581314.txt,Creative Healing Kathy Ebanda offers dynamic guided imagery intuitive body therapy. Southern Oregon. ,Alternative
1582664.txt,"Brian Marchese Practitioner in Chicago, Illinois. Includes information on the subject, frequently asked questions, practitioner profile and contact details. ",Alternative
1582300.txt,International Spiritual Hypnotherapy Institute Hypnotherapy certification and ongoing supplemental training. Video home study courses also available. ,Alternative
1581707.txt,Better Health Publishing Features searchable database of research and information about integrative and alternative medicine. ,Alternative
1580713.txt,"John Spencer Ellis Enterprises Lifestyle management, education, hypnotherapy, NLP, fitness and stress reduction. ",Alternative
1582064.txt,"South Australian Society of Hypnosis Offers representation and development in the field of hypnosis to medical doctors, psychologists and dentists that are registered to practice hypnosis in South Australia. ",Alternative
1579258.txt,"Byron Thai Massage Run by Valentina Gombi, an accredited teacher (Chiang Mai, North Thailand) who offers traditional Thai massage, therapeutic treatments and intensive courses in Byron Bay, Australia. ",Alternative
1582153.txt,"Yes, I Can Reverend JoyceAnne Pierce, ministry services, counseling sessions, Neuro-Linguistic Programming, and hypnotherapy classes, Sunnyvalle, California. Tapes and CDs, workshops, and biography. ",Alternative
1579925.txt,"Chanquanshu School of Taoist Arts Classes in Daoyin Yangsheng Gong offered throughout Europe. Gordon Faulkner, Chief Instructor. ",Alternative
1582332.txt,"Massage Today Covers current news and techniques. Includes current issue and archives, directory of therapists, calendar. ",Alternative
1582163.txt,"Steve G. Jones Clinical Hypnotherapist, Beverly Hills, California. Hypnosis CDs, phone hypnosis, hypnosis classes, biography. ",Alternative
1581308.txt,"Tim Collins, Medical Intuitive Online, telephone and in person consultation. Asheville, North Carolina. ",Alternative
1579790.txt,"College of Acupuncture and Therapeutics Courses in fundamental acupuncture, traditional Chinese medical acupuncture and related therapies. Kitchener-Waterloo, Ontario, Canada. ",Alternative
1581041.txt,Crystalis Institute Crystalis Institute is an educational and spiritual institution dedicated to serving the Light. The Institute was founded by Naisha Ahsian for the purpose of educating bodyworkers and lightworkers in the utilization of crystals and stones in healing. Crystalis Institute now offers training and information to lightworkers world wide ,Alternative
1581769.txt,"Gateways Center for Life Enrichment Spiritual and holistic educational organization providing an eclectic variety of avenues with which to explore the ""body-mind-spirit"" ",Alternative
1583258.txt,"Center For Balance Sessions in Pawtucket, Rhode Island. Provides frequently asked questions and rates for services. ",Alternative
1582088.txt,"National Guild of Hypnotists - South Sound Washington Chapter Contains information about the Guild, a register of hypnotherapists within the Washington region, and general information about hypnosis. ",Alternative
1583606.txt,"The British Institute of Homeopathy USA Teaching homeopathy based on Dr. Hahnemann's classic work. Find case studies, a course listing, news, and register online. Also herbal medicine, nutrition, aromatherapy, homotoxicology, and human sciences. Based in New Jersey, USA. ",Alternative
1582399.txt,The Upledger Institute UK Provides introductory workshops and post-graduate training. ,Alternative
1579572.txt,Life Source Acupuncture Licensed acupuncturist Jennifer Waters specializes in pain relief and women's reproductive health in Syracuse. ,Alternative
1579534.txt,"Health In Motion - Personalized Acutherapy Acupuncture, acupressure, acutherapy, physical therapy and massage therapy. Westfield, New Jersey. ",Alternative
1579800.txt,"AcupunctureSchools.com Directory of acupuncture, Oriental medicine and Chinese medicine schools, colleges and programs in the United States. ",Alternative
1581771.txt,"Sciencemedicine University Offering doctor drugless Medicine,Integrated medicine education ",Alternative
1579544.txt,"Roberta Roberts Mittman Utilizes acupuncture, NAET and JMT to treat allergies, addictions, arthritis and weight problems. New York City. ",Alternative
1579455.txt,"Acupuncture Sarasota Filipp A Gadar AP DOM offering Russian Self-Controlled Energo Neuro Adaptive Regulations Therapy, acupuncture, homeopathy and vitamin injections in Sarasota. ",Alternative
1580358.txt,Niagara Chiropractic Society A component society of the Ontario Chiropractic Association. Includes listing of resources for patients and members. ,Alternative
1580746.txt,"Playward Life coach and speaker based in Palo Alto, CA. ",Alternative
1581817.txt,"Dr Nanduri.com Online Homeopathic Clinic The site provides cases, research papers published by Dr. Nanduri. ",Alternative
1581788.txt,"Hpathy Portal for practitioners, students and patients, with forums, courses, articles, an e-zine, and products for sale. ",Alternative
1582232.txt,"Hypnosis for Healing Donna Nowak, certified hypnotherapist and past life regressionist, Cleveland, Ohio. Biography, workshops, FAQs, and selection guidelines. ",Alternative
1583091.txt,Toxic Metals.info Offers education about toxic metals that are being used in dentistry today. Includes case histories and resources. ,Alternative
1580655.txt,"TimeFinders Life and career coaching for women in midlife. Strathmore, Alberta. ",Alternative
1580234.txt,"The Middendorf Breath Institute The San Francisco based centre provides details of practitioners, teachers and workshops in 'The Experience of Breath'. ",Alternative
1581972.txt,Israeli Association of Classical Homeopathy Lists activities of the association located at Tel Aviv. ,Alternative
1580845.txt,Falling Awake The fundamental message; people can get what they want and create the life of their dreams-no matter what their history and no matter what their current circumstances. Email and telephone consultations. South Dakota. ,Alternative
1579211.txt,"Doc Misha's Chicken Soup Chinese Medicine Tips for choosing a practitioner, FAQs. Maintained by Misha Ruth Cohen. Clinic in San Francisco, California. ",Alternative
1580412.txt,"The Holler Sanatorium Offers information on recuperation and rejuvenation using alternative methodologies. Includes location information of the clinic which is situated in Bad Mergentheim, Germany. ",Alternative
1580954.txt,Christian Life Coaching Roslyn Barker assists her clients to get where they want to be by building on their strengths and reconnecting with their values. ,Alternative
1583332.txt,"The Reiki Page David Herron provides a list of Reiki practitioners, history and ethical principles. ",Alternative
1582885.txt,"Natural Choices Health Care Lisa Lavoie, ND, physician, practices in Bedford, Nova Scotia, Canada, and has a special interest in allergies, pediatrics and women's health. ",Alternative
1581272.txt,"The Pilgrimage Not-for-profit healing ministry. Palm Harbor, Florida. ",Alternative
1583533.txt,"The Alternative Medicine Homepage Information on unconventional, unorthodox, unproven, or alternative, complementary, innovative, integrative therapies. Maintained by Charles B. Wessel, medical librarian, University of Pittsburgh. ",Alternative
1582453.txt,"Esalen Massage and Bodywork Association An organization supporting the Esalen technique through training, videos, and a directory of practitioners. Big Sur, California. ",Alternative
1579853.txt,Canadian Academy of Chinese Traditional Health Sciences CACTHS is a Canadian national association of traditional Chinese medicine (TCM) practitioners. Multilingual site. ,Alternative
1580158.txt,Dr Anil Taneja's Herbal and Mineral Treatment Centre Offers treatment regimens for various auto immune and difficult to treat chronic diseases including Multiple Sclerosis. ,Alternative
1583356.txt,Sacred Moon Reiki Offers a brief introduction on Sacred Moon Reiki and includes a message board and a worldwide teacher listing. ,Alternative
1583441.txt,"Reiki for People and Pets Betty Solbjor, Usui Master. Information on classes, as well as treatments for people and animals. Based in Waltham. ",Alternative
1583060.txt,Planet Thrive Offers a community for personal health with a focus on environmental and other chronic illnesses. Includes both free and paid membership programs. ,Alternative
1580460.txt,"The Center A cooperative of 12 practitioners, offers classes and services in the healing arts, movement therapies, and expressive arts. (San Francisco, CA) ",Alternative
1581868.txt,"Singh, S.P. [Northridge and Victorville] Available for in office and distance consultations. ",Alternative
1579921.txt,International Bodhidharma Chi-Kung Society Eagle in the Nest chi-kung taught by Yeshe Gyatso. United Kingdom and Czechoslovakia. Multilingual site. ,Alternative
1581271.txt,"LightSeed.com Bobbi Gay offers soul work and soul play services. Griswold, Connecticut. ",Alternative
1582223.txt,"Brookside Center for Counseling and Hypnotherapy Maurice Kouguell, Ph.D, offers individual counseling, advanced hypnotherapy mentorship, training programs, and certification. Workshops available in many areas. ",Alternative
1583009.txt,"Envita Medical Centers Provides details of services and conditions treated, with FAQ and testimonials. Scottsdale, Arizona. ",Alternative
1582612.txt,"DSW Services Workshops, sessions, and demonstrations are offered in Indianapolis, Indiana. Information on personal versus professional use. ",Alternative
1580967.txt,"Within Your Reach Consulting Service Monifa W. Robinson, LMSW, MPA educates, enlightens, and coaches individuals on how to achieve a balanced life. Includes information about their coaching services, workshops, events and book. ",Alternative
1580074.txt,"Joie Power, Ph.D. Offering information on workshops and consultations on aromatherapy and other natural healing modalities, articles, FAQs, recipes and related links. Located in Penrose, North Carolina. ",Alternative
1580108.txt,"Natures Symphony Offering courses, essential oils, skin care products and alternative treatments. Florida based courses. ",Alternative
1581357.txt,"Esoteric Soul Healing Philomena Houlihan-Wood practices a subtle-energy method of healing based on the teaching of Alice A. Bailey. Midlands, UK. ",Alternative
1579541.txt,Jade Acupuncture Anna Barak and Ralph Roberts practice acupuncture and Chinese herbal medicine in New York City. ,Alternative
1579807.txt,"Atlantic Institute of Oriental Medicine Master's Degree program in Traditional Chinese Medicine/Oriental Medicine. Fort Lauderdale, Florida. ",Alternative
1582754.txt,Life Positive Providing in depth information and tips on meditation and dhyana. ,Alternative
1581609.txt,"HerbMed An interactive, electronic herbal database which provides scientific data underlying the use of herbs for health. Includes human clinical studies, warnings on counterindications, and mechanisms of herb action. ",Alternative
1579743.txt,"Acupuncture and Holistic Health Associates Curry Chaudoir and Trisha Phaklides provide acupuncture services in Milwaukee. Features include information on the clinic, services, events, common ailments treated, and contact details. ",Alternative
1580249.txt,"Buteyko Breathing Asia Information on Buteyko breathing's history, theory, and workshops in Asia. ",Alternative
1581415.txt,"British Flower and Vibrational Essences Association An association of practitioners and producers of esssences in the UK. Information about gatherings, membership details and application form. ",Alternative
1582934.txt,"Dr. Luke Huber, N.D. Physician practicing in Nashua, New Hampshire. ",Alternative
1582073.txt,"British Society of Medical &amp; Dental Hypnosis - Mets &amp; South Branch An organization of doctors, dentists and other health professionals within the NHS, who are trained and interested in hypnosis and its use as a therapeutic tool. FAQs on hypnosis provided. Details given of meetings, workshops and training courses arranged by the Society. Database of practitioners. ",Alternative
1581413.txt,Therapeutic Touch: Does it Work? Links to sites promoting therapeutic touch and to those skeptical of it. Maintained by Eric Krieg. ,Alternative
1580434.txt,"Hospital Santa Monica Dr. Kurt Donsbach, Director. Specializing in wholistic protocols for cancer and degenerative diseases. Rosarito Beach, Baja California. ",Alternative
1581184.txt,"Ian Stone: Metaphysical Institute Information on distance and energy healing, and ghost and spirit removal. Contains profile, and services and fees details. Melbourne, Australia. ",Alternative
1579426.txt,"Karen Kurtak, L. Ac. Outlines Denver practice focusing on acupuncture and herbal medicine. ",Alternative
1582386.txt,"Romanian Association of Massage and Reflexology An apolitical nonprofit that promotes education and professional ethics. Includes services and goals, membership categories and founder's statement. ",Alternative
1582017.txt,"Online Repertory Free online homeopathic repertory, based on James Tyler Kent's repertory. With automatic repertorisation and search functions. ",Alternative
1580991.txt,"Brooker Colour Therapy Clinic in Cambridge, New Zealand, offers therapy that matches the frequency wavelength of a color to that of a disease. ",Alternative
1579955.txt,"Direction A journal published in Australia. Subscription information, message boards, links. ",Alternative
1582286.txt,"Hypnotherapy Academy of America Offers course catalog, free newsletter, teacher bios, books, and accommodation information. Santa Fe, New Mexico. ",Alternative
1583575.txt,"Townsend Letter Listing of alternative medicine courses, workshops, and conferences. ",Alternative
1580512.txt,"County Farm Health Chiropractic, acupuncture, traditional Chinese medicine and hypnosis treatment. ",Alternative
1579231.txt,"ChiMed History of Chinese medicine site hosted by Albion College, Michigan. Lists scholars, libraries, online resources, bibliographies. ",Alternative
1583067.txt,"Colon Cleanse Information Offers Colon cleanse advice, tips and resources. Site includes a blog, benefits, diet tips and home cleanse options. ",Alternative
1583658.txt,Tibetan Pulsing Healing Shan T's World describes Tibetan Pulsing Healing developed by Swami Shantam Dheeraj. ,Alternative
1580283.txt,"Macquarie University Department of Chiropractic Programs include Bachelor of Chiropractic Science, Master of Chiropractic, Master by Research and PhD. (Australia) ",Alternative
1579582.txt,Manhattan Acupuncture Clinic Acupuncturist Alida P. van Heerden practices traditional Chinese medicine in New York City. ,Alternative
1580211.txt,Zengar Institute - NeuroCare Pro A software program and community specializing in a new area of neurofeedback technology and methods. ,Alternative
1579515.txt,"Forman Acupuncture and Qigong Joseph Forman practices acupuncture in South Minneapolis. Teaches taoist and medical qigong, taijiqigong. ",Alternative
1580677.txt,"Trinity Star International Offers Canduchi metaphysical life coaching, ear candling and seminars. Features services, products, articles, practitioner's profile. ",Alternative
1582021.txt,"The Huna Self Help Shop Serge Kahili King's online catalog. Books, tapes, videos and tools. Princeville, Hawaii. ",Alternative
1582350.txt,Massage Angels Offers a searchable directory of therapists in the United States. ,Alternative
1583424.txt,MayanReiki Combines Karuna methods with Mayan herbal healing. Information on workshops in Belize. Based in Tampa. ,Alternative
1583447.txt,"Wovenwoman Edie Britt, intuitive spiritual counselor and advisor, also offers Reiki. Fees and contact details. Based in Dearborn. ",Alternative
1581688.txt,Think Holistic Online source for all things holistic. ,Alternative
1582181.txt,"John Krukowski Certified hypnotherapist, relationship enhancement, controlling fears, smoking cessation, confidence building. Located in Vernon, Connecticut. Biography, fees, services, special events. ",Alternative
1580488.txt,"Whole Body Health Center Massage, acupuncture, Chinese medicine in Lakewood/Golden. ",Alternative
1583325.txt,"Advanced Reflexology Training Based in London, United Kingdom. Offers advanced training in this complementary modality. Contains directory of practitioners, and course schedules. ",Alternative
1581851.txt,"Homeopathic Medical Advisor Dr. Aamir Mustafa and Dr. Kishwar Fateema from Lahore, Pakistan provide articles and a forum. ",Alternative
1580449.txt,"Dr. James Williams Practiitioner in holistic and integrated medicine Dr. W specializing in woman's health in menopause as well as Hepatitis C conditions. (Encinitas, CA) ",Alternative
1580929.txt,"Spirit Journeys Individual counseling and workshops with a spiritual perspective. Index and links to spiritual services, prayer, counseling, group seminars, readings, and information relating to spirituality. ",Alternative
1582784.txt,"Sunin Do Institute Korean traditional meditation developed by Kyu Jung Choi. Santa Monica, California. ",Alternative
1579408.txt,"GoodAcupuncture.com Minerva De Lauren offers natural medicine, acupuncture, herbs with locations in Bonita and Beverley Hills. ",Alternative
1581084.txt,"Academy of Sound, Color and Movement Vibrational medicine, color therapy, sound healing and acupuncture with tuning forks researched by Fabien Maman. Courses available worldwide. U.S. office in Boulder, Colorado. ",Alternative
1580415.txt,"Armonia - Alpujarras Alternative Medicine Services Wellness clinics in Orgiva and Costa Del Sol (Nerja), Spain. ",Alternative
1583289.txt,"Reflex 2 Relax Sessions in La Verne, California. Provides practitioner profile, answers to frequently asked questions and details on services offered. ",Alternative
1580840.txt,"Donna Landon Helps people define and utilize their gifts, balance their lives, strengthen their personal and spiritual foundations, and reach their goals. Telephone and email sessions. (Grants Pass) ",Alternative
1580705.txt,"Take Control of Your Life Dr. Eaddy, author of the Greatest Teacher, psychologist and licensed NLP practitioner, and a master seminar leader. His stories and activities will cheer, inspire and give the tools to train the brain for peak performance. ",Alternative
1580988.txt,Soul Self Help Spiritual life coach teaching soul purpose through self integration. ,Alternative
1579403.txt,Denise Bowden Acupuncture Traditional Chinese medicine and Chinese Herbs practitioner is located in San Francisco. ,Alternative
1583631.txt,"Herb World News Online News service of the Herbal Research Foundation in Boulder, Colorado. ",Alternative
1581819.txt,Classical Homoeopathic Research Centre - Nyanga Provides information on courses offered by the center along with treatment options offered by the trustees of the center - Dr. Prasad S. Shetye and Dr. Falguni K. Khariwala. ,Alternative
1583399.txt,"Lightarian Institute for Global Human Transformation Originator of Lightarian Reiki. Information on sessions or training, remote or in person. Located in Sedona. ",Alternative
1582025.txt,Huna: The Secret Science Behind Miracles Online newsletter and Huna-Ohana eGroups forum. ,Alternative
1579699.txt,"Healthwerks Acupuncture Wellness Clinic Practice of Andrew Schlabach serving Vancouver (Fishers Landing) and Camas. Contains a description of treatment philosophies and disorders treated, a practitioner biography, blog of general heath issues and contact information. ",Alternative
1581905.txt,"Goodman-Herrick, Pearlyn [Manhattan and Brooklyn] A naturopathic doctor specializing in homeopathic medicine. The site offers case studies for many common ailments treated. ",Alternative
1580464.txt,"California Hematology Oncology Medical Group An innovative hematology and oncology center based in Los Angeles, offering both traditional and complementary medicine. ",Alternative
1579218.txt,"AcupunctureToday.com News, articles, links, online discussion forums. Huntington Beach, California. ",Alternative
1582164.txt,"Hypnosis for Life San Diego. Sheri Menelli, certified clinical hypnotherapist, HypnoBirthing classes. Testimonials, FAQs, classes and links. ",Alternative
1580760.txt,"Empowerful Changes Personal and corporate coaching, workshops, life coaching, leadership development and meeting facilitation by Erin Yoshimura. (Denver) ",Alternative
1580397.txt,Chiropractic Economics Magazine dedicated to the business aspects of practice. ,Alternative
1579687.txt,"Acupuncture and Chinese Herb Clinic Practice of Amy Z.Y. Chen located in Bellevue. Contains description of treatment techniques, practitioner biography, testimonials and contact information. ",Alternative
1582971.txt,"Natural Choices Health Clinic Information on this primary care clinic specializing in Biotherapeutic Drainage located in Beaverton, Oregon. ",Alternative
1579346.txt,"Pou Ji Tang Acupuncture Clinic Embraces the six-thousand year-old tradition of Chinese medicine and honors its roots in Buddhism. Carol Lai Ling Fong, founder. San Francisco. ",Alternative
1580160.txt,Vedic Care Clinic located in India offering healthcare programmes based on Aurveda and other alternative healing therapies. ,Alternative
1581130.txt,"NewSpirit Healing Directory Access to many different healers and modalities. Site based in Sacramento, California. ",Alternative
1579792.txt,"International Acupuncuture Academy of Bhupendra Techniques Training programs offered by Dr. B.K. Singh in partnership with Langara College, Vancouver, Canada. ",Alternative
1581675.txt,"Rolfing Provides information about Rolfing (structural integration), which promotes well-being by enhancing the body's pattern of organization. ",Alternative
1583076.txt,"Information on Soapnuts Provides information about this organic, environmentally friendly, biodegradable, economical and effective detergent that grows on trees. ",Alternative
1583402.txt,"Intercontinental Reiki Fire Training Offers Reiki training and seminars throughout Arizona, as well as globally. Includes a detailed biography and in based in Flagstaff. ",Alternative
1582227.txt,"Holistic Healing and Hypnosis Center Paul Aurand and Lindsey Sass-Aurand, hypnotherapy alternatives that complement medical treatment, Chestnut Ridge, New York. Services, seminars, products, biographies. ",Alternative
1579333.txt,Optimum Total Care Jimi K. Hogue practices acupuncture and acupressure in Huntington Beach and Corona Del Mar. ,Alternative
1582931.txt,"Dr. Heidi Weinhold, ND Dr. Heidi Weinhold, physician practicing in the greater Pittsburgh, Pennsylvania area. ",Alternative
1583105.txt,Rocky Mountain Skeptics - Failed Alternative Medicine A database of negative testimony. ,Alternative
1580551.txt,"Spasmodic Torticollis Recovery Clinic Abigail Brown, director. Santa Fe, New Mexico. ",Alternative
1583504.txt,Brenda Kay Information on treatment and workshops. Based in Victoria. ,Alternative
1583037.txt,"California Naturopathic Doctors Association (CNDA) Professional association in California that provides consumer and professional information, a database of members, and undertakes government relations. ",Alternative
1580201.txt,"EEG Spectrum Neurofeedback research and clinical services. Information, articles, and case histories involving the treatment of wide variety of disorders with biofeedback. ",Alternative
1580847.txt,"Copeland-McCarty Communications Intimacy, relationship, and personal coaching. Building strong and successful relationships and self esteem. Telephone sessions or in person. (Killeen) ",Alternative
