file_name,text,class
2786032.txt,Small-Scale Fruit Production - a Comprehensive Guide An online resource for people who wish to produce fruit on a small scale and who are not legally licensed to use pesticides. From Pennsylvania State University. ,Agriculture
2785631.txt,"Tobacco Flea Beetle: Epitrix hirtipennis A description of this species with photographs and details of its hosts, damage done, life cycle and control. ",Agriculture
2787586.txt,"Allegiant: Sustainable Growth Group of multinational companies that conceives, designs and implements core technologies that result in sustainable economic development for emerging nations. ",Agriculture
2786898.txt,"North Carolina Integrated Pest Management Pest management and production information for growers and home owners in North Carolina. Includes pest descriptions, control alternatives and contacts. Managed by the Center for IPM at North Carolina State University. ",Agriculture
2787351.txt,Seeding for Erosion Control Strategies to combat erosion through the use of planting. Types of plants and grasses useful in controlling erosion. ,Agriculture
2785334.txt,"Sainfoin Information on this fodder crop, Onobrychis viciifolia, its biology and morphology, ecology, distribution in the former USSR, utilization and economic value. ",Agriculture
2784601.txt,Determining Pasture Rental Rates Describes method of leasing out or renting pasture based on animal unit months (AUMs). ,Agriculture
2786722.txt,ICT-AGRI ERA-NET Network of European national organizations aiming to coordinate research on the application of information and communication technology (ICT) and robotics in agriculture and related environmental fields. ,Agriculture
2786835.txt,Hylobius Transversovittatus Article describing the control of the invasive plant purple loosestrife by the use of this introduced weevil. ,Agriculture
2785559.txt,"PotatoBeetle.org Information on biology and management of the Colorado potato beetle, Leptinotarsa decemlineata. Includes general information, review of various management techniques, searchable database of scientific literature and links to other resources. ",Agriculture
2784682.txt,"Composting with Redworms An informative ""how to"" of home vermiculture. ",Agriculture
2786192.txt,"AustraliaÃ¢ÂÂs Most Delicious Bush Nut: Macademia Nuts Information on these nuts, their history, distribution, cultivation, nutritional benefits and uses. ",Agriculture
2785535.txt,"British Potato Council A range of industry related information, including press releases, potato market reports, an events calendar, production issues, and information on British potato seed. ",Agriculture
2784266.txt,Freepoultryconsultant Offers free technical assistance by email on poultry or feed problems. ,Agriculture
2785874.txt,"Forestry and Forest Products Research Institute of Japan Focuses on sustainability, industry, rural community development, productivity and environmental conservation. ",Agriculture
2786215.txt,"Integrated Stem Bleeding Management in Coconut Information on this debilitating disease of coconut, its symptoms and its management. ",Agriculture
2784806.txt,"Crassostrea gigas: Pacific Cupped Oyster Information from the FAO on the culture of this species, its biology, habitat, the production cycle, production systems, diseases and their control, production statistics, markets and trade. ",Agriculture
2784692.txt,Dirt Maker Flow-Through Worm Bins Manufactures and sells flow-through worm bins for composting with worms. These composters can also be used for raising compost worms. ,Agriculture
2785965.txt,"ARS Timeline: 138 Years of Ag Research A brief history of agricultural research from 1862 to the present, organized by decade. Highlights of research carried out in the U.S. Department of Agriculture are featured. ",Agriculture
2786146.txt,"Types of Citrus Fruit Information on about a dozen sorts of citrus fruits. Provides nutritional values, use, storage, history, and particular characteristics. ",Agriculture
2785625.txt,Southern Bacterial Wilt Photographs of tobacco plants infected by Pseudomonas solanacearum and a description of the symptoms. ,Agriculture
2786259.txt,Strawberry Bed Mulching A guide from the West Virginia University Extension Paper Mulch Study Group for using old newspapers as a mulching medium in a strawberry planting. ,Agriculture
2786600.txt,"Plant Diseases - Virginia Cooperative Extension Provides information on diseases that attack tomatoes, cucurbits, peppers and brassicas. ",Agriculture
2784534.txt,Condition Scoring of Sheep Describes method of classifying ewes into groups according to fullness of muscling and amount of fat cover and how to adjust feed regime according to the condition score and stage of the production cycle. ,Agriculture
2784805.txt,"Mytilus edulis: Blue Mussel Information from the FAO on the culture of this species, its biology, habitat, the production cycle, production systems, diseases, production statistics, markets and trade. ",Agriculture
2786691.txt,The Consultative Group on International Agricultural Research (CGIAR) An informal association of public and private sector donors that supports a network of various international agricultural research centers. Page includes meeting schedule and list of publications. ,Agriculture
2785606.txt,Sugarcane Smut This image shows the diagnostic symptoms and signs of sugarcane smut. ,Agriculture
2787157.txt,"Pan-American Rabbit Science Site Publications available: Pan-American Rabbit Science Newsletter, World Rabbit Science Journal, Egyptian J. Rabbit Sci., other rabbit production information. ",Agriculture
2787290.txt,Crop and Soil Management From Penn State University. Includes chapters on soil management and fertility. ,Agriculture
2786287.txt,"Anise, Sweet Alice Factsheet providing information on this annual herb, Pimpinella anisum, its uses, culture and some sources of the seeds. ",Agriculture
2787446.txt,Soil Fertility Answers questions related to the enhancement and maintenance of soil fertility. ,Agriculture
2785614.txt,Plantation House Tobacco Seeds Certified virus free Virginia and Havana tobacco seed for cigarettes and cigars. UK. ,Agriculture
2784488.txt,Nebraska Extension Publications - Beef Information and publications catalogue on beef production. ,Agriculture
2785502.txt,"Insects, Mites and Diseases Recorded on Crops in Ghana Checklists of insects, mites and diseases of more than 30 fruit, vegetable and cereal crops grown in Ghana. ",Agriculture
2785769.txt,International Society of Arboriculture Arboriculture On-line was developed to assist tree care professionals in developing and maintaining effective plant health care programs. Includes an extensive collection of urban forestry links. ,Agriculture
2786568.txt,Pythium Root Rot Photograph of damage to fruit caused by fungi of the Pythium spp. ,Agriculture
2787677.txt,"Indian Organic Certification of Agriculture Certification authority, with details of standards, downloadable forms, news. ",Agriculture
2785517.txt,"Onion Production Guide Comprehensive production guide covering all aspects from insect control to food safety practices, provided by the University of Georgia extension. ",Agriculture
2785829.txt,"Brown Spruce Longhorn Beetle Brief account of this pest of spruce trees, its growth, and means of control. ",Agriculture
2784305.txt,City Girls Blog about a flock of backyard chickens living in Seattle. ,Agriculture
2787276.txt,Soils Online Categorized list of links to online soil science resources. ,Agriculture
2785915.txt,European Forest Institute An independent non-governmental organisation conducting European forest research. ,Agriculture
2785944.txt,"Tree Planting Guide Gives guidance on care and handling of seedlings and planting methods, including using a planting hoe, planting machine and dibble. ",Agriculture
2785228.txt,"Central Cotton Research Institute, Pakistan Information on research on the growth and production of cotton. ",Agriculture
2785669.txt,"FishXing Software and Learning Systems for Fish Passage Through Culverts US Fish and Wildlife Service computer tools to assist in design and evaluation of culverts for fish passage. FAQ, downloads, bibliography of related technical papers, and other resources on the topic. ",Agriculture
2786611.txt,"Raddicio, Red Chicory Information on this crop and its uses, its cultivation and sources of seed. ",Agriculture
2784332.txt,Beekeeping Information Notes Notes from the Department of Entomology at North Carolina State University in HTML or PDF format. ,Agriculture
2784760.txt,"Farming Yabbies Provides information on this freshwater crayfish, spawning and obtaining a supply of juveniles, its culture environment, diet, growth, health issues, economics of production and aquaculture potential in Western Australia. ",Agriculture
2786251.txt,"University of Florida's Strawberry Lab For research concerning strawberry growing, particularly in Florida. ",Agriculture
2786956.txt,"Western Society of Weed Science Organization that aims to foster and encourage education and research in weed science. Provides details of membership, meetings, newsletters, education and events. ",Agriculture
2785081.txt,Southern Rust on Sweetcorn Photograph of lesions caused by Puccinia polysora. ,Agriculture
2786582.txt,"Nematode Management in Tomatoes, Peppers and Eggplant Information on nematodes which attack these crops, their biology and life history, symptoms, damage, field diagnosis and sampling, general management considerations, cultural practices and control. ",Agriculture
2784394.txt,"The Ontario Beekeepers' Association The Ontario Beekeepers' Association (OBA) was The OBA was established in 1881. It is one of the oldest established farm organizations in Ontario, Canada. ",Agriculture
2785384.txt,Bean Diseases Descriptions and management strategies for common diseases of beans. ,Agriculture
2785219.txt,"Natural Fibers Information Center Information clearinghouse on the natural fibers, oilseeds, and related industries, offered by the University of Texas. Presents technology and industry news, a photo gallery, and a collection of links. ",Agriculture
2784924.txt,"Electronic Digital Information Source (EDIS) University of Florida's official reference resource for more than 4,000 print and electronic publications approved by the University and the Institute of Food and Agricultural Sciences (IFAS). ",Agriculture
2785146.txt,A Production Perspective on Rye Reports on European rye production from the USDA. ,Agriculture
2785604.txt,Rust on Sugarcane Photograph of lesions on the upper surface of leaves. ,Agriculture
2784647.txt,"Suza's Farm for Homeless Worms and Cats Information on composting, soil, raising worms, roses, insects, gardening. ",Agriculture
2787480.txt,"Soil Fertility Guide Soil fertility practices in Manitoba and general fertilizer use considerations. Details about fertilizers, their characteristics, application rates and usage recommendations. N-fixation, manure and soil factors are also described. ",Agriculture
2784815.txt,"International Banana Conference 2008 The International Institute of Tropical Agriculture (IITA) organised conference that will focus on banana and plantain research across Africa. April 2008, Mombasa, Kenya. ",Agriculture
2785270.txt,Diseases of Cannabis sativa L. From The American Phytopathological Society. ,Agriculture
2785318.txt,"Hay Preservation Systems The way forage is harvested and stored determines how well the quality is preserved. Information on curing, preservatives and drying agents. ",Agriculture
2785453.txt,"Common Diseases of Soybean Photographs and information on various diseases which may affect this crop, the life cycle of the causal agents, the symptoms and plant health management. ",Agriculture
2785172.txt,"Sorghum Nematode Management Information on the species that attack sorghum and their diagnosis and management, including nematicides recommended for this crop. ",Agriculture
2787017.txt,UNL Precision Agriculture University of Nebraska's precision agriculture program. ,Agriculture
2784922.txt,AgriWeb Canada Directory of Canadian agricultural and agri-food resources. ,Agriculture
2784937.txt,"Agricultural Products Provides extensive information on the agricultural industry in India including agricultural products, technology used in agriculture, careers in agriculture and the industry scenario in India. ",Agriculture
2784189.txt,"NCSU Agricultural and Extension Education Offers undergraduate and graduate degrees in teaching, extension, and communications. ",Agriculture
2787556.txt,Sustainable Agriculture Network Information on sustainable agriculture for producers. Grants available for sustainable agriculture projects. ,Agriculture
2786432.txt,"International Turfgrass Society Created to encourage research and education in turfgrass science. Group holds conferences every 4 years. Page includes list of officers, newsletter, events and membership information. ",Agriculture
2785710.txt,The Alliance of Communities for Sustainable Fisheries Provides an organized community voice for fishing and fisheries in response to legislation that affects the Californian coastal and marine environment. ,Agriculture
2786604.txt,Protected Cultivation: An Approach to Sustainable Vegetable Production in the Humid Tropics Describes a number of projects for improving protected cultivation methods in the tropics. ,Agriculture
2784639.txt,"Creekside Gardens Offers advice and sells red worms, perennial plants for ornamental landscape, culinary and medicinal herbs, and water garden plants. ",Agriculture
2786858.txt,"Beneficial Insects Introduction Research Unit Branch of the USDA that tests and imports exotic natural enemies of insect pests, using classical biological approaches. ",Agriculture
2785078.txt,Insects That Feed on Corn Ears Photographs and information on both the major and less common pests that attack corn ears with an identification key. ,Agriculture
2786802.txt,Bee Safe Nationwide bee removal company which offers honey bee removal and wasp control for residential and commercial structures throughout the United States. ,Agriculture
2785241.txt,Land of Cotton The online newsmagazine for the cotton industry. ,Agriculture
2785468.txt,"Soybean Nematode Management Information on the species that attack soybean, their diagnosis and management, including nematicides recommended for this crop. ",Agriculture
2786487.txt,"Making Peace with Geese Urban goose populations are growing, and there's no ducking the issues large flocks raise. The problem affects backyards, public parks, and golf courses according to David L. Sperling writing in the Wisconsin Natural Resources magazine. ",Agriculture
2784672.txt,"VermiDragon Farm Offers composting worms, worm castings and soil amendments. Features information and resources on vermicomposting and organic gardening. Delivers locally and welcomes visitors to the worm farm in Northern California. ",Agriculture
2784746.txt,"Laminaria japonica: Japanese Kelp Information from the FAO on the cultivation of this seaweed, mostly grown in China, its biology, habitat, the production cycle, production systems, diseases and their control, production statistics, markets and trade. ",Agriculture
2786041.txt,"New Jersey Fruit Focus Includes newsletter, research reports, news, and commercial tree fruit production guide. ",Agriculture
2787367.txt,Soil Science Society of America Aims to advance the discipline and practice of soil science. ,Agriculture
2784583.txt,Feeding the Ewe Flock What and how much should I feed my sheep? That is a question that is asked quite regularly. The correct answer is: it depends. ,Agriculture
2785358.txt,"Alfalfa Weevil Information on this important insect pest, Hypera postica, its life history, crop management practices, biological and chemical control, not forgetting the protection of pollinating insects. ",Agriculture
2786652.txt,New Plants for Florida: Grape Information on the achievements made by scientists at the Florida Agricultural Experiment Station resulting in the development of disease-resistant varieties and the improvement of fruit quality. ,Agriculture
2786063.txt,"Temperate Fruits Cooler parts of India have a climate suitable for growing apples, apricots, cherries, peaches, pears, persimmon, plums and strawberries. Notes on suitable varieties, propagation and culture. ",Agriculture
2784863.txt,"Plant Cultures: Neem A useful tree many parts of which have antimicrobial properties. Includes information on its history, spiritual significance, cultivation, production and trade, medicinal, food and other uses. ",Agriculture
2787614.txt,"Live Earth Products Producers of humates derived from humic shale. Information about marketing the material, and its benefits. ",Agriculture
2786671.txt,International Network for Bamboo and Rattan Knowledge dissemination for rural areas and industries on bamboo and rattan conservation and use. ,Agriculture
2785712.txt,Fish Habitat Protection Areas Information on the special protection and management of Western Australian waters set aside under the Fish Resources Management Act 1994. ,Agriculture
2786812.txt,"Newman's Wildlife Control Service in Connecticut ffers to catch and remove nuisance wild animals from Connecticut homes and businesses. Includes information on squirrels, raccoons, skunks and other animals. ",Agriculture
2786480.txt,"Pest Mole Cricket Management Three species of mole crickets and are serious plant pests in the southeastern U.S. This article describes their host range, damage done, life cycle and how they can be controlled by biological and chemical means. ",Agriculture
2787399.txt,"Soil and Water (e-dis, UFL) An on-line course on soils and water: Irrigation, nutrient and pesticide transport, soil/water measurement methods, etc. University of Florida. ",Agriculture
2785998.txt,Henry Doubleday Research Association. The HDRA researches and promotes organic gardening in the UK. ,Agriculture
2786616.txt,Nutrient Management for Commercial Fruit &amp; Vegetable Crops in Minnesota Provides guidelines for economically and environmentally sound use of fertilizers in commercial fruit and vegetable production. From the University of Minnesota. ,Agriculture
2784607.txt,"Feeding Ewes Better for Increased Production and Profit Provides a guide to feeding throughout the production cycle, by Dr Dan Morrical of Iowa State University. ",Agriculture
2786263.txt,Gray Mold Photograph of Botrytis cinerea infecting a strawberry rachis. ,Agriculture
2785042.txt,"Cooperative Federal-State Maize Breeding Project Detail of individual research programs at Iowa State University, and a collection of relevant links. ",Agriculture
2785568.txt,"Flea Beetles on Sugar Beets Description and life history of flea beetles, Psylliodes punctulata melsheimer, on sugar beet plants, the damage caused and possible control measures. ",Agriculture
2785407.txt,"Pease Porridge Hot, Pease Porridge Cold Information on the history of peas, their uses, how to grow them, the nutritional value of different types, their purchasing, storage and cooking. ",Agriculture
2786543.txt,"Turnips Factsheet on this root crop, with market information, culture details, harvest and post-harvest handling. ",Agriculture
2786834.txt,Association of Natural Biocontrol Producers (ANBP) A professional association representing the biological pest control industry. ,Agriculture
2784236.txt,Poultry News Articles on many poultry breed and management topics and links to many poultry interest areas. ,Agriculture
2786092.txt,Coconut Genetic Resources Network (COGENT) Information on this project to improve coconut production and increase incomes in developing countries through improved cultivation and utilization of the coconut and its products. ,Agriculture
2784656.txt,"Worms Down Under Australian commercial worm farm supplying compost worms, worm farms, vermicast and vermiliquid and providing waste management strategies using vermiculture. ",Agriculture
2785149.txt,"Rye Production and Management From the Manitoba Agriculture, Food and Rural Initiatives department. ",Agriculture
2784813.txt,Cage Culture Information on research into intensive production techniques. ,Agriculture
2787311.txt,Crop and Soil Science Oregon State University. History and development of the department. Description of research areas and projects. ,Agriculture
2785022.txt,"Barley: Post-harvest Operations Provides information on pre-harvest operations, harvesting, transport, threshing, drying, cleaning and storage. ",Agriculture
2784334.txt,Beehoo World beekeeping directory. ,Agriculture
2785605.txt,Sugarcane Diseases Information on the diseases that may affect sugarcane and their causal agents. ,Agriculture
2786183.txt,"Mango Illustrated information on all aspects of growing this fruit in the Philippines, its propagation, pests and diseases, bagging and harvesting the crop, with some mango recipes. ",Agriculture
2786994.txt,ESI Environmental Sensors Inc. Manufactures irrigation instrumentation for monitoring and controlling water. ,Agriculture
2787693.txt,"Florida Organic Growers Information about the non-profit organisation, news, and events. ",Agriculture
2785391.txt,"Chickpea: Virus Diseases Factsheet from Oregon State University Extension with information on the cause, symptoms and cultural control of these diseases. ",Agriculture
2785455.txt,"Soybean Photographs of plants infected by various pathogens and pests, with links to articles on integrated crop management. ",Agriculture
2787153.txt,"Farming Books Provides details of a wide range of agricultural, horticultural, country living and gardening books. ",Agriculture
2786860.txt,"Industry Task Force II on 2,4-D Research Data An account of current research including toxicology and environmental information. ",Agriculture
2785254.txt,"Cotton Pest Management Guidelines Provides an integrated pest management program from planting through to harvesting with information on the control of many diseases, insects, mites, nematodes and weeds. ",Agriculture
2786945.txt,"Weed Science Society of America Publishers of Weed Technology, which includes original research on weed biology and control, weed and crop management systems and reports of new problems. ",Agriculture
2784930.txt,"International Centre for Agricultural Education (CIEA) An international study centre for agricultural education. Details of seminars for teaching in agricultural universities, colleges and vocational schools. Berne. ",Agriculture
2784329.txt,"Poultry Preparation: Ratites (Emu, Ostrich and Rhea) Information from the USDA Food Safety and Inspection Service on raising ratites for meat, the inspection process and the way the flesh is marketed. ",Agriculture
2785444.txt,Arkansas Soybean Promotion Board Focused on improving the profitability of soybean production in Arkansas and to distribute funds from the checkoff for research and Extension projects conducted by the University of Arkansas Agricultural Experiment Station and Cooperative Extension Service. Includes information on publications and research. ,Agriculture
2784934.txt,"Northern PlainFacts A bimonthly fact sheet on biological weed and pest control, and soil and water management research programs, at the USDA-ARS Northern Plains Agricultural Research Laboratory in Sidney, MT. ",Agriculture
2787444.txt,"National Dryland Salinity Program Is a collaborative research and development effort that is investigating the causes of, and solutions to, the problem of dryland salinity in Australia. ",Agriculture
2786462.txt,"The United States Golf Association: Course Care and Environment Authoritative source of information on turfgrass management. Download papers on greens construction, irrigation, environmental protection, pesticides, and water. ",Agriculture
2784866.txt,"Humulus lupulus: Hop Information on this crop, its biology and morphology, distribution in the former USSR, ecology, utilization and economic value. ",Agriculture
2786508.txt,Vegetables - Government of Newfoundland &amp; Labrador Grower Guides on a range of vegetable crops. ,Agriculture
2784744.txt,"Simple Home Algae Cultures and Breeding Demonstrates how to culture and cultivate most algae strains at home, substituting some readily available items and homemade apparatus for more traditional laboratory glassware. ",Agriculture
2787647.txt,FLO-CERT GmbH Independent international certification agency for Fairtrade production processes and products. English and Spanish. ,Agriculture
2784572.txt,"A Post Lambing Interview While lambing season is fresh in your mind, take a few minutes to reflect on what happened, how it happened, and why it happened as it did. ",Agriculture
2784775.txt,"Haddock Culture: Current Knowledge and Challenges Provides information on this promising species for culture including broodstock, rearing the fry and growing on to maturation, with a discussion of health issues. ",Agriculture
2787270.txt,NRCS Soils From the Natural Resources Conservation Service (United States). An extensive collection of articles and resources. ,Agriculture
2787222.txt,"Institute for Adriatic Crops and Karst Reclamation Basic and applied research work in the field of agriculture, food technology and forestry. Croatia. ",Agriculture
2785704.txt,"International Pacific Halibut Commission Joint Canadian-U.S. commission dedicated to the preservation of Pacific halibut in waters off their western shores. Site has information on halibut, statistics on the commercial catch, stock assessment information, and regulations and international treaties related to the halibut fishery. ",Agriculture
2784171.txt,"Urban Agriculture News News service that provides a review of daily news and publishes monthly newsletters serving the community of practitioners, developers and theorists that are planning and practicing agriculture within cities. ",Agriculture
2785672.txt,Lost at Sea: What's Killing the Great Atlantic Salmon? Smithsonian Magazine article about threats to the population of this fish. ,Agriculture
2784181.txt,Academic Departments Searches research and teaching information for horticulture and crop science departments across the United States. ,Agriculture
2787630.txt,"CORE Organic portal The portal for European research in organic farming is provided as part of the European project CORE Organic. It informs about the situation of organic farming research in the European countries, which are part of the project. ",Agriculture
2784374.txt,"The Pollination Home Page Pollination management information for both home and professional fruit and vegetable growers, gardeners, beekeepers and others involved in pollination. ",Agriculture
2787554.txt,"Sustainable Animal Production: Workshops, Discussion, Resources Download the proceedings of a series of conferences (held October 1999 through October 2000) on future supply and quality of food for humans and animals, animal welfare and health, the effects of animal production on the environment, the influences of new technologies, future animal production sites and global trade. ",Agriculture
2786233.txt,"Fire Blight of Pear, Erwinia amylovora Information from West Virginia University on this serious condition, monitoring the trees and possible control methods. ",Agriculture
2786844.txt,"Biological Control Virtual Information Center Biological control is the use of one organism to suppress another. Information on the method from the Center for Integrated Pest Management, NC State University. ",Agriculture
2787382.txt,Japanese Society of Soil Science and Plant Nutrition Contact information and description of aims and activities. ,Agriculture
2786409.txt,"National Turfgrass Evaluation Program NTEP national test results of cultivars (varieties) of Kentucky bluegrass, tall fescue, perennial ryegrass, creeping bentgrass, bermudagrass, buffalograss, St. Augustinegrass, and zoysiagrass. ",Agriculture
2785529.txt,"Post-harvest Management: Potato Provides information on harvesting, transport, threshing, drying, cleaning, packaging and storage. ",Agriculture
2785471.txt,"Growing Safflower in Nebraska Information on this crop, its place in the rotation, fertilizers, varieties, harvesting, pest control and the economics of production. ",Agriculture
2784660.txt,"Magic Worm Ranch Instructions for creating a worm-bin, FAQ, gardener tips, and composting products for sale. ",Agriculture
2786261.txt,Insect Parasitic Nematodes for Strawberry Pest Management Strawberries are sometimes attacked by a group of beetles collectively known as root weevils. Insecticidal nematodes can provide a biological control for these. ,Agriculture
2784836.txt,"International Plant Breeding Symposium 2006 Global science forum on current, field-based breeding topics with a particular emphasis on cultivar development methodologies. Mexico. ",Agriculture
2785920.txt,"Lubrecht Experimental Forest: University of Montana Contains information on the history of the forest, conference center, research programs, ecosystem learning center and staff. ",Agriculture
2786638.txt,"Southwestern Ontario's Viticultural Roundtable Commercial wine grape growers of SW Ontario, Canada. Grape growing, viticulture, vineyard management, best production practices, varieties, are some of the topics... ",Agriculture
2785929.txt,Christmas Tree Notes A comprehensive series of informational sheets provided by North Carolina State University Cooperative Extension on the subject of Christmas tree production and marketing. ,Agriculture
2784503.txt,Mini Milker Magazine A full color publication for all diary goat breeds. We offer the lowest ever advertising. ,Agriculture
2786177.txt,Fresh Mangoes The fruit in history and folklore and in the kitchen; recipes and nutritional information. ,Agriculture
2784204.txt,University of New England: School of Environmental and Rural Science Describes the teaching activities and course outlines. Introduction to the research areas. ,Agriculture
2786854.txt,Behavior and Biocontrol Research Unit Provides information on research into novel and environmentally friendly solutions to old and new agricultural problems. ,Agriculture
2784320.txt,"That Quail Place Provides information about raising gamebirds including incubating eggs, brooding, breeding of quail, pheasant, partridge and other gamebirds. Database of gamebird articles. ",Agriculture
2785977.txt,Yosef Mizrahi's Homepage. Biological and horticultural aspects of wild and rare fruit and nut trees of warm climates. Biology of cacti. Abnormally-ripening-fruit mutants. ,Agriculture
2784246.txt,"Pheasant Raising Information about pheasants, breeds and breeding, disease problems, housing, egg production, brooding, handling, feeding, processing and cooking them. ",Agriculture
2784191.txt,"Institute of Agriculture and Natural Resources: University of Nebraska Provides information on the Institute, its courses, faculty, research, distance education and students. ",Agriculture
2785507.txt,"Post-Harvest Operation: Edible Aroids Provides information on harvesting, transport, corm curing, cleaning, packaging, storage, processing and aroids for rural agro-industrialisation. ",Agriculture
2785554.txt,"Scab of Potato Tubers Photographs of potato tubers infected with this disease, the symptoms and causal organisms. ",Agriculture
2784417.txt,"North Central West Virginia Beekeepers Association Aims to promote beekeeping in West Virginia. Includes information on membership, a calendar, photo gallery, forum and web links. ",Agriculture
2784756.txt,Marindro's Blog Provides a discussion forum and information on shrimp and prawn culture in Indonesia. ,Agriculture
2784780.txt,"Farming Black Bream Provides information on this estuarine species, its culture environment, spawning and the supply of juveniles, diet, growth, health and the aquaculture potential in Western Australia. ",Agriculture
2785508.txt,Cassava Agroforestry Systems A page on intecropping cassava with trees. ,Agriculture
2784398.txt,"Catskill Mountain Beekeepers Club This is the website for the Catskill Mountain Beekeepers Club. This club serves beekeepers in the northern Catskill Mountains and the New York counties of Greene, Ulster, Columbia, Albany, and other surrounding areas. ",Agriculture
2786449.txt,"GopherHaul Lawn Care Business Marketing Tips Discussions on running a lawn care business, caring for turfgrass and maintaining lawn care equipment. Also includes marketing ideas to help you promote your lawn care business. ",Agriculture
2786594.txt,"Plant Disease Control - Oregon State University Plant disease database of over 1,200 plant diseases, with illustrations and control recommendations. Covers a wide variety of plants including vegetables. ",Agriculture
2785031.txt,"Barley Disease Problems Symptoms and control of common barely diseases including bacterial blight, scald and stripe rust, from the University of Idaho. ",Agriculture
2787537.txt,Australia: Soil Maps of Tasmania (DPIW) Small scale (1/100000) reconnaissance soil maps of Tasmania. Pdf files of the map are available for 11 area. ,Agriculture
2786431.txt,"Maryland Turfgrass Council Organization to connect individuals, public agencies, and organizations to improve turfgrass culture, production, and education in Maryland. News and events, legislative affairs, and publications. ",Agriculture
2784215.txt,"Federation of Animal Science Societies US society promoting animal agriculture. Details of the society, member directory, newsletters and meetings. ",Agriculture
2785932.txt,"Drought Damage to Trees Article by Dr Kim Coder into the progressive response of trees to lack of water, the effects on growth, biological lag effects, drought hardening, increased pest damage and the visible symptoms. ",Agriculture
2786821.txt,"New England Pest Management Association Lists members, how to pick a pest management company, and upcoming events. ",Agriculture
2785765.txt,"Mid-Atlantic Chapter, International Society of Arboriculture information and links on trees and their care (arboriculture); resources for arborists ",Agriculture
2786164.txt,World Cocoa Foundation This organisation aims to encourage responsible sustainable cocoa farming and raise farmersÃ¢ÂÂ incomes. ,Agriculture
2784988.txt,"University of Idaho Extension - District IV Office Offers research-based educational programs and publications in the areas of agriculture, community development and family and consumer sciences to citizens and communities in Eastern Idaho. ",Agriculture
2786084.txt,Durian Production Information on all aspects of growing this fruit in the Philippines including varieties specially suited to the country. ,Agriculture
2787689.txt,"European Consortium for Organic Plant Breeding Links to the foundation members, status in English and German, publications and newsletter . ",Agriculture
2786896.txt,"Cooper Mill Limited Wholesale suppliers of insect monitoring traps, pheromones and chemical control products for insect and vegetation management. ",Agriculture
2787492.txt,Canadian Soil Information System Information on soil surveys and analysis but also on the Environmental Sustainablility of Canadian Agriculture. ,Agriculture
2787637.txt,Organic Certifiers Providing certification of organic quality to grower or farmer. ,Agriculture
2785734.txt,"University of Washington College of Forest Resources Description of undergraduate and graduate programs, faculty and staff, facilities, research, teaching, outreach, and symposia. ",Agriculture
2784516.txt,"Pig Genetics The Animal Genetics and Breeding unit in Australia provides details of PIGBLUP, a genetic evaluation system, information sheets on pig genetics and details of current and past research. ",Agriculture
2787038.txt,No-Tillage Farming for Sustainable Land Management Detailed FAO account of how soil erosion and other problems have been alleviated in Brazil. ,Agriculture
2786401.txt,"Zedoary General information on this spice, its preparation and storage, culinary and medicinal uses, plant description and cultivation. ",Agriculture
2784269.txt,Chicken Characteristics Descriptive diagram of both the male and female chicken. ,Agriculture
2784968.txt,"University of Delaware Cooperative Extension Educational and advisory services for farmers, 4-H members, and families. Includes publications, calendar of events, program information, and related resources. ",Agriculture
2786277.txt,"Commodity Growing Guides: Shallots and Chives Factsheet from the NSW Department of Primary Industries including climate and soils, and information on the cultivation of shallots, Japanese bunching onions and chives (Allium schoenoprasum). ",Agriculture
2785169.txt,Sorghum Diseases Descriptions of the diseases found on grain sorghum. ,Agriculture
2784952.txt,"University of Arkansas Cooperative Extension Service Offers research-based education programs and publications in the areas of agriculture, community development, home and garden, and youth services. ",Agriculture
2785916.txt,"Forestry and Natural Resources Description and links to all of U.C. Berkeley's research forests. Publications, research, outreach, lecture series and calendar of events. ",Agriculture
2785683.txt,"Auburn University: Department of Fisheries and Allied Aquacultures Outline of research programs on marine fisheries management and aquaculture, particularly in Alabama's coastal region. ",Agriculture
2784903.txt,"Efita.eu Portal for the research, education and development activities of the European Federation for Information Technology in Agriculture. ",Agriculture
2785827.txt,"Intermountain Society of American Foresters Provides information on this multi-state society with links to society officers, events, policy statements, member specific information and outside forestry links. ",Agriculture
2785966.txt,"History of Horticulture Course outline that was distributed to students in Ohio State University Professor Freeman S. Howlett's course titled ""The History and Literature of Horticulture: From Earliest Times to the Present,"" taught in 1968. ",Agriculture
2786523.txt,"Microclimate Modification with Plasticulture Information on extending the growing season for vegetable crops by using plastic mulches, mini-tunnels and floating row covers, with the benefits and disadvantages of each. ",Agriculture
2785425.txt,"Peanut Factsheet on this crop, its history, uses, varieties and cultivation. ",Agriculture
2785905.txt,"Duke Forest Research forest for Duke University. Site has links to research, management, public recreation, outreach programs, and resources. ",Agriculture
2784217.txt,"Journal of Animal Science official journal of the American Publication lists results of new research in genetics, growth and physiology, nutrition, and production. Includes access to archived issues. ",Agriculture
2785547.txt,"Fusarium Dry Rot and Seed-Piece Decay of Potato Photographs of these diseases which cause serious losses in stored tubers, the symptoms, causal organisms and management. ",Agriculture
2785883.txt,"Michigan Agricultural Experiment Station Upper Peninsula Tree Improvement Center (UPTIC) Center for Michigan State University forestry research in the Upper Peninsula, including the Dunbar Forest Experiment Station and the Jim Wells Forests. Research publications, facility descriptions, interactive tours and quiz. ",Agriculture
